发布时间,微博内容
2023-01-17 17:50:16,【惊险！警惕大货车盲区】#平安春运交警同行##警惕大货车盲区#       1月4日，泰和县，当事人郭驾驶一辆重型自卸驶至事发路段右转弯时，未认真观察与驾驶一辆二轮电动车直行的肖某发生碰撞，造成两车受损、电动车驾驶员腿部三处骨折的道路交通事故。温馨提醒：大货车行至路口时，驾驶人更要多加观察、 ...全文
2023-01-17 14:51:13,【不顾风险上山看雪 有人在事故中骨折】 1月15日下午，梁弄交警中队接到报警，在大岚镇马余段新岚村附近发生一起车辆打滑引发的交通事故。原来，当天看到下雪的周先生和朋友一同驾驶车辆上山赏雪，没想到却悲剧了。据周先生回忆，在途经大岚镇新岚村附近时，由于路面结冰，轮胎发生了打滑，车辆失控下 ...全文
2023-01-17 17:45:07,#文明播报# 【宝鸡交警：雪天保通畅守护平安路】　近日，受寒潮影响，宝鸡降下2023年第一场雪，我市交警部门以雪为令，立即启动冰雪天气道路交通应急响应机制，千阳、太白、凤县等相关大队提前进行安全通行预警提示，加大路面巡查力度，严防道路交通事故，全力保障道路交通安全畅通。 ...全文
2023-01-17 14:32:53,云南高速路况 【昆明绕城高速公路东南段】：因汕昆高速昆明方向发生一起交通事故，占用全部车道，现将对宜良立交往昆明方向进行分流，请途经该路段的各位驾驶人提前规划好出行路线，减速慢行，保持车距，切勿超速、疲劳驾驶，行驶途中请系好安全带。#高速交警来提醒# 如车辆发生故障或交通事故 ...全文
2023-01-17 17:40:46,#平安春运交警同行# 1月17日10时许，大田乡夏湖村十八弯路段发生一起货车侧翻压倒小轿车的交通事故，公安民警及消防队员第一时间赶到现场进行救援，小车驾驶员及乘客三人均被及时救出，经医护人员检查诊断，四人仅受轻微伤，未骨折，已回家休养。目前事故正在进一步调查中。@江西省公安厅交通管理局  ...全文
2023-01-17 17:37:41,#青海路网实时路况# G0611张汶（张掖至汶川）高速，宁大一级路K34+000（西宁至大通方向）发生交通事故，事故车辆占用超车道，行车道正常通行，请车辆减速慢行。    实时路况咨询，信息咨询，意见建议，投诉举报，救援服务请拨打青海省交通运输服务监督电话【12328】或关注“高速V服 ...全文
2023-01-17 17:33:42,#石狮融媒即时新闻# 【石狮这名驾驶人终生告别方向盘】今日，泉州市公安局交警支队公布2023年1月份以来被吊销机动车驾驶证且终生禁驾的驾驶人名单。2022年7月11日5时8分许，胡某醉酒驾驶小型轿车行驶至石狮市石泉路时，碰撞人行横道上的行人张某，造成张某死亡的交通事故。事故发生后，胡某驾车逃离 ...全文
2023-01-17 17:33:36,关于启用G59呼北高速宜昌段区间测速设备的公告为有效预防和减少道路交通事故的发生，切实保障人民群众的生命安全。依据《中华人民共和国道路交通安全法》等相关规定，经上级批准，宜昌市公安局交通警察支队高警一大队将于2023年1月28日0时正式启用G59呼北高速区间测速设备。现将设置的区间测速交通技 ...全文
2023-01-17 12:12:14,【遵法守纪 文明行车 不要“以为”别人“会”让你】#平安春运交警同行# 1月4日13时59分，韩某驾驶川H****3号小型轿车，沿广元市利州区纺织大道由剑阁县城方向驶往广元城区方向，行驶至司马大桥路口处，在变更车道过程中，与同向行驶由郭某驾驶的川A****S号小型轿车相碰撞，造成两车受损的交通事故。韩 ...全文
2023-01-17 17:29:00,#云哨路况播报# 1月17日下午17时30分，沪渝高速仙桃段武汉往宜昌方向北河收费站至仙桃服务区之间因为交通事故造成路面出现通行缓慢。@湖北高速交警 提醒前往宜昌方向的车辆可以从北河收费站下高速，走318国道至仙桃收费站再上高速。 
2023-01-17 15:12:55,高速交通事故发生后，不能迟疑半秒，要快速安全离开现场！吐槽曝料#暴雪中国再次发文# 吐槽曝料的微博视频 
2023-01-17 17:28:36,【儿童切勿随意横穿马路 | 动图说安全】#文明守法平安回家##动图说安全# 由于孩子缺乏交通安全常识，经常出现过马路横冲直撞、突然加速奔跑或中途折返等行为，极易发生交通事故。 
2023-01-17 17:28:35,"【海拔4500米，雅江警方生死救援】#四川公安,在你身边# 1月14日，甘孜@雅江县警方 接电话求助：一货车行驶至雅江境内发生侧翻交通事故，司机腿部被压无法逃生。了解情况后，交警中队和红龙派出所立即组织警力赶赴海拔4500米的事发地，受伤司机已严重体力不支，民辅警争分夺秒将其成功救出并安全 ...全文"
2023-01-17 17:28:32,#通报##公安系统# 甘肃省张掖市高台县公^安局刑侦大队^三^级^警^长^李春海醉酒驾驶机动车发生交通事故问题。2021年9月28日，李春海饮酒后驾驶机动车发生交通事故被当场查获。经检测，李春海血液酒精含量为147.25mg/100ml，属醉酒驾车。2022年1月25日，肃南县人民检察院认定李春海犯危险驾驶罪，对其 ...全文
2023-01-17 17:28:13,【驾车“开小差” 危险就在一瞬间】开车接打电话、开空调、捡拾物品……这些看似平常的小动作，却存在着极大的安全隐患，遇到突发情况时，驾驶员采取措施的时间被大大压缩，应急处置容易慌乱，进而引发事故。近日，@平安渝北 梳理出三起因分心驾驶引发交通事故的案例，提醒广大驾驶员拒绝分心驾驶，安 ...全文
2023-01-17 17:26:53,【平安春运 交警同行】费县交警宣传进农村，护航新春平安路    为强化春运期间农村地区交通安全，营造良好交通环境，预防农村地区交通事故的发生。1月17日，费县交警深入辖区农村地区开展内容丰富的春运交通安全宣传活动，提醒群众春节期间安全出行注意事项，引导群众关注春运交通安全，自觉抵制交通 ...全文
2023-01-17 17:23:09,#平安春运交警同行# 【高风险运输企业曝光！涉及青白江这48家】为进一步加强重点运输企业源头监管，增强企业安全管理意识，督促企业落实交通安全主体责任，全面预防和减少道路交通事故。交警九分局对我区1月份48家高风险运输企业进行曝光，希望被曝光运输企业严格落实交通安全主体责任及时做好安全隐患 ...全文
2023-01-17 17:23:09,#平安春运交警同行# 2023年1月13日，在S26诸永高速杭州方向175公里处，发生了一起因中控台摆放物品掉落，卡住刹车引发的交通事故。当天10时51分许，彭某驾驶一辆白色小车在途经事发地时，车内中控台上的纸巾滑落，滚至驾驶位卡住刹车脚踏板，正值前方有车辆驶入，彭某慌乱之下急打方向致使车辆失控撞向 ...全文
2023-01-17 17:22:45,#平安春运 交警同行# 【五寨公安交警进市场讲安全】春节的脚步渐渐临近，年味儿也越来越浓，正值群众大量购置年货时期，为进一步强化辖区群众道路交通安全意识，切实做好2023年春运交通安全宣传工作，预防道路交通事故的发生。近日，五寨县公安局交警大队宣传民辅警走进辖区百梦圆年货市场开展交通安全 ...全文
2023-01-17 17:20:58,#许昌生活# 【鄢陵交警春节前夕走进农村开展交通安全宣传】春节将至，年味渐浓，为进一步加强农村地区道路交通安全管理工作，消除各类道路交通安全隐患，有效预防和减少农村地区道路交通事故。1月17日上午，鄢陵县公安局交警大队组织民辅警走进辖区村庄开展“文明守法 平安回家”交通安全宣传活动。活 ...全文
2023-01-17 15:37:05,【醉酒驾车要不得！醉驾车辆失控撞上路牙】近日，徐某驾驶小轿车行驶至南京市江宁区某路口时，车辆方向发生偏移撞上路牙，造成徐某受伤、车辆损坏的交通事故。经对徐某进行呼气式酒精检测，结果为162mg/100ml，达到醉酒标准。后经血样检测，结果为191. 8mg/100ml。经认定，徐某醉酒驾驶机动车负事 ...全文
2023-01-17 17:20:02,【#四车连环追尾一人被困# 消防紧急救援】1月11日，淮南发生一起四车连环追尾交通事故，有一人被困，消防员到场后立即对车辆进行破拆，经过10分钟左右施救，被困人员被成功救出。消防提醒：临近年关，请注意行车安全！#一线救援# 安徽消防的微博视频 
2023-01-17 17:18:01,【农村事故警示| 惊险一幕！电动车过马路突然刹停，后车直接撞上】#文明守法 平安回家##农村事故警示# 近期，武平城厢路段发生一起交通事故，一辆正在行驶的电动车突然在路中停下，导致后车撞上，万幸的是该电动车驾驶人受轻伤。网页链接 
2023-01-17 17:12:39,#平安春运交警同行# 【钦州市公安局交警支队二大队到运输企业开展交通安全检查为春运筑牢安全防线】为切实做好春运期间道路交通事故预防工作，从源头上消除安全隐患，确保春运期间辖区群众出行安全。1月11至12日，钦州市公安局交警支队二大队组织警力对广西振威物流有限公司、广西钦州市程宏运输工程有 ...全文
2023-01-17 17:11:13,#平安春运 交警同行##七进宣传# 宁陵交警进农村开展春运期间交通安全宣传活动为全力做好2023年春运道路交通安全管理工作，全面提升广大群众交通安全防范意识，有效预防和减少农村道路交通事故的发生。1月17日，宁陵交警大队组织宣传民警走进辖区村庄开展交通安全宣传活动。活动中，宣传民警结合春运 ...全文
2023-01-17 17:09:56,塞内加尔公交车与卡车相撞致20人死亡-达喀尔1月16日电(记者王子正)塞内加尔政府16日发布新闻公报说，塞北部卢加区当天发生一辆公交车与一辆卡车相撞事故，造成20人死亡、24人受伤。公报说，这起交通事故发生在卢加区恩根萨尔镇，24名伤者中有19人伤势严重，其余5人轻伤，均被送到附近医院救治。公报没 ...全文
2023-01-17 17:07:00,【全力护航回家路！揭阳交警多措并举开展交通宣传】为切实做好2023年春运道路交通安全管理工作，提高人们安全出行意识，预防和减少道路交通事故的发生，揭阳交警以“文明守法、平安回家”为主题多措并举开展交通安全宣传活动，全力打造“畅顺、平安、温馨”春运，创造平安畅通、和谐有序的道路交通环境 ...全文
2023-01-17 17:06:09,【苍南县工程车安全协会年终总结大会】1月13日，苍南县工程车安全协会召开2022年度年终总结大会。据悉，该协会成立于2019年，一直秉承“安全第一、生命至上”的宗旨。截至去年底，协会共有苍南籍公司32家，车辆683辆，驾驶员852人，全年度交通事故46起，无人员因此死亡。 
2023-01-17 17:06:00,【入户宣传、清理易燃物，建瓯开展桥梁隧道专项整治，保障交通安全】春节将至，为给司乘出行营造“畅安舒美”的通行环境，确保假期高速公路安全畅通。近日，南平高速公路行政执法支队建瓯大队对辖区内桥梁、隧道、涵洞存在的安全隐患进行专项整治，全面做好道路交通事故安全防范工作via@第一帮帮团  ...全文
2023-01-17 17:04:39,#天津高速路况#2023-1-17 17:04，因车辆交通事故，S1津蓟高速驶往蓟州方向K30+500处(大龙湾互通立交到九园收费站之间)占用第1行车道。 
2023-01-17 17:02:12,【平安乡村，守法慎行】#交通安全警示教育# 交通事故的发生绝非偶然，血的教训就在我们的身边，严格遵守道路交通法律法规，自觉提升法律意识和安全意识，切勿心存侥幸，以免给自己和他人留下终生的痛苦和遗憾！ 成都大邑公安的微博视频 
2023-01-17 17:02:10,"【我为群众办实事】民警办案给力解民忧 群众送来锦旗表心意  2023年1月6日上午，群众将印有“交警显神威，心中为人民”“感谢人民好交警，助人为乐新风尚”字样的两面锦旗送到望都县公安局交警大队事故科民警手中,对民警快速出警、及时救助表示感谢。事情的原委还要从2022年11月13日的一次交通事故说起 ...全文"
2023-01-17 17:01:02,#邯郸交巡警事# 邯郸交巡警复兴二大队开展事故快处培训 全力护航春运随着2023年春节的到来，主城区车流、人流量明显增大，为避免因轻微交通事故造成道路拥堵，有效提高一线民、辅警快处效率，进一步保障春运期间道路交通畅通安全，1月17日下午，邯郸市交巡警复兴二大队邀请复兴一大队事故中队副中队 ...全文
2023-01-17 17:00:13,为进一步做好岁末年初道路交通安全管理工作，有效预防和减少道路交通事故的发生，莆田市仙游县公安局交警大队积极推进社会治安防控体系建设，近日，仙游交警大队副大队长林建滨深入辖区运输企业开展安全大检查工作。在检查走访中，林建滨对相关企业负责人关于企业安全生产管理进行约谈及车辆日常管理、 ...全文
2023-01-17 17:00:01,"#平安春运# #你好,副中心# #文明交通# 【漷县镇交通宣传不停歇，全力护航回家路】春节临近，为进一步加强农村广大群众的交通安全意识，有效预防和减少道路交通事故，确保春节期间辖区道路交通安全、畅通、有序。1月13日，漷县镇平安建设办公室、交联办，在漷县镇农商品交易市场，开展“一盔一带”、 ...全文"
2023-01-17 16:57:46,#温馨提示#乐至县2023年酒驾醉驾曝光（第一批）  酒后驾车危害极大、教训惨痛，但有些驾驶员却心存侥幸，以身试法。春节将至，为切实预防和减少道路交通事故，维护交通安全形势持续平稳，乐至县公安局交警大队现将乐至县1月初酒醉驾人员名单曝光如下： 
2023-01-17 16:55:27,【#北京# #临近春节石景山交警夜查整治酒驾#】春节将近，亲朋好友聚会聚餐机会增多，为有效预防重特大交通事故发生、保障市民群众出行安全，石景山交通支队开展夜查整治行动，主要对酒后驾车和电动自行车逆行进行集中查处。 BRTV红绿灯的微博视频 
2023-01-17 16:54:10,#平安春运交警同行# 2023年1月17日9时20分许，西华县路查中队民警在344国道巡逻过程中，行至西夏乡镇街道时，发现一起两辆电动三轮车发生碰撞的交通事故，执勤民警立即靠边停车上前查看情况，经了解，事故原因是两辆车在行驶过程中互不相让，结果发生刮碰，无人员受伤情况，但造成拥堵现象，由于春节将 ...全文
2023-01-17 16:52:39,#公安部今天起严查酒驾醉驾#【酒后驾车有多危险】饮酒后会使人反应迟钝、注意力分散、出现视觉障碍且容易冲动，此时驾车会将自己和他人的生命安全置于危险之中。据统计，酒驾、醉驾目前依旧是引发交通事故的主要原因之一。提示：酒后驾车严重危害交通安全，害人害己害社会。请珍爱生命，拒绝酒驾。  ...全文
2023-01-17 16:52:04,#平安春运交警同行# 为进一步深化“一盔一带”安全守护行动，预防和减少道路交通事故的发生，1月17日上午，高县公安交警联合美团外卖骑手、松果出行、快递小哥开展春运期间“一盔一带”交通安全宣传劝导活动。活动中，通过发放交通安全宣传资料，面对面讲解进行交通安全宣传，通过发生在本辖区的典型 ...全文
2023-01-16 14:10:27,#平安春运交警同行# 【货车草捆掉落砸到车 交警及时处理保畅通 】1月10日@呼伦贝尔交警支队 交管支队城区一大队扎罗木得中队勤交警在辖区执勤巡逻时，发现前方路段有很多大型货车停在路上，上前了解情况后得知，两辆大型货车会车时，因其中一辆拉草车上的草捆掉落砸到了另一辆车，从而引发了交通事故， ...全文
2023-01-17 16:51:14,#咸阳# 【严查酒醉驾，把牢春运安全关!】#平安春运交警同行# #交警正能量#        春节临近，为严防因酒驾等交通违法导致的道路交通事故发生，让广大群众过一个平安祥和的新春佳节。咸阳礼泉公安交警认真分析研判辖区交通违法特点，科学部署警力，采取有效举措，大力开展酒驾专项整治行动，形成了对酒 ...全文
2023-01-17 16:50:29,#应急知识科普# 饮酒后会使人反应迟钝、注意力分散，视野减小且容易冲动，非常危险......很多交通事故都是因为酒后驾车导致的，急急提醒大家：为了不让悲剧重演，为了自己和他人的安全，拒绝酒驾，平安出行。山东消防的微博视频 
2023-01-17 15:40:31,云南高速路况 【昆石高速】昆明至石林方向K1814+860阳宗隧道内发生交通事故，现阳宗坡顶临时交通管制。#高速交警来提醒# 如车辆发生故障或交通事故，须遵循“车靠边，人撤离”，即报警，报警电话，0871--12122、0871--67207122、0871--67527122@918云南交通之声 
2023-01-17 16:48:30,#平安春运  交警同行# 为全力做好2023年春运道路交通安全管理工作，全面提升广大群众交通安全防范意识，有效预防和减少农村道路交通事故的发生。日前，宁德交警走进辖区农村开展以“平安春运，交警同行”的主题交通安全宣讲活动。活动中，民警通过事故残骸车辆讲解、无人机“隔空喊话”、酒醉驾体验等 ...全文
2023-01-17 16:47:02,#平安春运交警同行# 为确保2023年春节期间辖区道路交通安全畅通有序，保障广大群众出行安全，娄底市公安局交警支队直属一大队特向广大群众公布道路交通两公布一提示，提醒驾驶人和社会群众合理安排出行、安全文明行车。一、辖区交通安全研判情况及交通组织方案（一）交通事故主要类型无证驾驶、骑摩 ...全文
2023-01-17 16:46:09,【平安春运 交警同行 |交警开展酒醉驾集中统一行动 筑牢春节道路交通安全防线】为预防和减少道路交通事故发生，确保道路交通安全秩序稳定，严防发生酒驾醉驾导致的恶性交通事故。春运期间，定安交警将在全市范围持续开展酒驾醉驾集中整治行动，保持对交通违法的严查严管态势，努力消除道路交通安全隐 ...全文
2023-01-17 16:45:25,【雪中大营救！】近日气温骤降，郴州多处出现冰雪天气，郴州市公安局苏仙分局根据市局的统一部署，紧急制定恶劣天气处置预案，按照市局“五个务必”的工作要求，全警动员、全力以赴做好道路交通事故预防工作，确保广大群众出行安全、畅通、有序。#郴州警讯#  雪中大营救！ 
2023-01-17 16:44:23,#交通安全提示# “一盔”是指安全头盔，“一带”是指安全带，正确佩戴安全头盔，规范使用安全带能够大大减少交通事故造成的人员伤亡。 
2023-01-17 16:40:57,"2023年1月17日16:41包茂高速安川段四川方向蒿坪至紫阳之间K1123+510的交通事故已处理完毕,道路恢复正常通行。 "
2023-01-17 16:40:19,#邯郸交巡警事# 同心守护平安路  邯郸交巡警邯山一大队大力开展“酒毒同检”专项行动为预防和减少因酒驾毒驾引发的恶性道路交通事故，按照市局、支队统一部署，邯郸交巡警支队邯山一大队认真分析研判酒驾毒驾交通违法行为特点规律，联合邯山分局禁毒大队大力开展“酒毒同检”专项行动。一是开展密集 ...全文
2023-01-17 16:39:47,#平安铁岭警务报道# 【车辆侧滑进边沟 警民携手成功救援】1月13日14时许，西丰县公安局成平派出所所长杨夏骥带领民辅警在辖区巡逻时，发现一辆丰田SUV在成平乡老达背岭上发生事故，该车发生事故地点位于三岔路口，过往车辆较多，极易衍生其他交通事故。民警立即上前查看情况，经询问了解到，车主行驶到 ...全文
2023-01-17 16:39:42,【平安春运  交警同行】#为民办实事#为加强春运期间道路交通安全教育，提高辖区群众安全文明出行意识，预防和减少道路交通事故，@临海公安 杜桥交警中队深入客运站开展交通安全宣传，向群众详细讲解春运交通安全知识，共同创造平安、和谐的春运道路交通环境。#临海警事# #警察叔叔的兔年新愿# ...全文
2023-01-17 16:39:00,#宁波交警曝光台#安全带=生命带！安全带是汽车发生交通事故时最基本、最重要的保护装置，也是保障生命安全的最后一道屏障。春节即将到来，广大市民切不可将安全带作为摆设。在驾乘机动车时，请务必正确系好安全带，过一个平安祥和的团圆节！#平安春运交警同行# @宁波交警 
2023-01-17 16:37:32,#萧县警方#【“珍爱生命 拒绝酒驾”主题宣传】为有预防和减少涉酒交通事故，萧县公安交警对外卖企业，开展“珍爱生命 拒绝酒驾”主题宣传活动。向外卖骑手讲解酒驾醉驾的危害，告诫驾驶员珍爱生命、拒绝酒驾，同时要求在配送过程中遵守交通法规，拒绝逆行、闯红灯等交通违法行为。 
2023-01-17 16:37:14,春节临近，正值群众大量置办年货的时期，为进一步提高广广大民群众的交通安全意识，有效预防和减少道路交通事故的发生。1月17日上午，玉屏公安交警会同县道安办、县交通运输局、高速玉屏大队、平溪街道等部门深入辖区年货市场开展道路交通安全知识宣传活动。 
2023-01-17 16:36:35,#平安春运交警同行#  据统计分析，近1/5的致命交通事故是由疲劳驾驶引起的。开车犯困是比起醉酒驾驶更容易让人忽略的马路死神。在此提醒大家：开车疲劳不堪，路上难保平安。疲劳驾驶多危险，事故就在眨眼间，感觉疲劳停一停，休息休息再前行。温馨劝导伴您出行，酒城交警祝大家新年吉祥，节日平安！ ...全文
2023-01-17 16:36:02,开车不喝酒，喝酒不开车的重要性：当酒精在人体血液内达到一定浓度时，人对外界的反应能力及控制能力就会下降，处理紧急情况的能力也随之下降。对于酒后驾车者而言，其血液中酒精含量越高，发生撞车的几率越大。当驾驶者血液中酒精含量达80mg/100mL时，发生交通事故的几率是血液中不含酒精时的2.5倍 ...全文
2023-01-17 16:35:41,【美丽乡村行 畅行安全路 | 交通安全进农村 铺就农村平安路】近期，我区连续发生多起亡人交通事故，其中4起发生在农村地区，为提高老年人“知危险、会避险”自我防护能力，减少和预防交通事故发生。1月17日，交通支队深入到赵全营镇西水泉村开展“美丽乡村行、畅行安全路”主题宣传活动。@平安北京  ...全文
2023-01-17 16:35:20,【严抓春运期间农村道路违法行为】为切实做好春运期间农村地区道路交通安全工作，有效预防和减少道路交通事故的发生。近日，@南充交警二大队 结合辖区实际，组织警力深入辖区乡村主要道路，采取错时执勤、定点查纠、多点设卡等方式。严查严处车辆超员、超载、疲劳驾驶、非法改装等农村道路重点违法行为 ...全文
2023-01-17 16:34:58,【交警走进政府机关开展春运期间道路交通安全宣传活动】#共筑平安中国年# 为进一步增强机关单位工作人员道路交通出行的法制意识、安全意识，有效预防和减少春运期间道路交通事故，营造文明、安全、畅通、和谐的春运道路交通环境， 1月11日，隆昌公安交警走进界市镇人民政府，开展以“平安春运 交警同 ...全文
2023-01-17 16:32:01,#揭阳新闻#【揭东交警大队深入乡村开展交通安全劝导活动】为进一步强化春运农村地区交通安全管理，提高广大农村群众的交通安全意识和文明意识，预防和减少农村道路交通事故，使广大农村群众过一个平安、温馨的节日，1月13日，揭东交警大队深入曲溪街道枫口村开展“美丽乡村行”交通安全劝导暨春运交通 ...全文
2023-01-17 10:02:43,#灯城七话#【节前到客运企业“送礼”    拧紧交通“安全阀”】春节进入倒计时，春运正在有序开展，为切实加强客运企业源头管理，有效预防和减少道路交通事故发生，1月16日晚，@沿滩交警 走进辖区自贡公交集团吉兴运业有限公司，组织全体客运驾驶员开展春节前交通安全警示教育活动。宣传民警通过春运以 ...全文
2023-01-17 16:30:27,#美丽乡村行# 【隆湖交警大队】美丽乡村行：量身订制“宣传谱”唱响乡村“安全曲”为提高农村群众的冬季道路交通安全意识，从源头上预防、遏制农村地区道路交通事故发生，确保辖区道路交通安全形势持续平稳。1月17日上午，隆湖交警大队联合分局宣培科走进上宝闸村开展“美丽乡村行”交通安全宣传活动 ...全文
2023-01-17 16:30:16,【春节临近 交警进驾校“话安全”】#平安春运手册##平安春运交警同行##共筑平安中国年# 为进一步抓好驾驶人源头管理，预防和减少春运和春节期间辖区道路交通事故发生，1月16日上午，南充交警一大队宣传民警深入辖区鑫源驾校开展交通安全宣传活动。  活动中，宣传民警通过发放宣传资料、举例近期道路交 ...全文
2023-01-17 16:30:04,【事发定安！一轿车冲出路面碰撞树木侧翻，造成4死3伤】国际旅游岛商报记者从海南省公安厅交警总队获悉，2022年12月31日17时53分许，定安县龙门镇黄屯线发生一起较大道路交通事故，事故已造成4人死亡，3人受伤。经勘查，初步查明事故发生原因系黎某某驾驶的琼C1*8*5号牌小型轿车，适遇急弯道操作不当， ...全文
2023-01-17 16:29:54,#春运交通安全宣传# 1月17日下午，鹰潭市公安局交警支队信江大队民警齐震宇深入“美团”外卖企业开展春运期间交通安全宣传活动，做到让每个从业人员都熟知道路交通安全知识，确保不留死角。活动中，宣教民警结合近年的违法交通事故案例，深入浅出的向在场的外卖骑手讲解了不佩戴安全头盔、逆向行驶、不 ...全文
2023-01-17 16:27:39,零容忍！醉酒男子阻碍民警执行职务，拘留！喝酒前我是世界的喝酒后世界是我的这不，昨日一男子不仅喝酒后驾驶机动车造成交通事故，还拒不配合交警执法甚至阻碍交警依法执行职务醉酒恣意妄为的后果就是为自己的行为付出法律的代价1月16日15时许，千秋路派出所接110指令有人醉酒驾驶机动车造 ...全文
2023-01-17 16:26:50,2023年度春运即将开始，为进一步加强客运车源头管理，有效预防和减少交通事故的发生，日新社区于2023年1月13日在辖区开展“和谐春运保畅通 平安回家享团聚”为主题“把爱带回家”送法关爱宣传活动，共发放宣传挂图20份、交通安全倡议书100余份，有效提升司乘人员的文明出行意识，净化春运交通环境。 
2023-01-17 16:26:47,【事故路况（终报）】        截止1月17日16时22分，G22青兰高速（定西至兰州方向）1796公里处交通事故处置完毕，道路恢复通行。        #交警提醒# ：请广大驾驶员在驾驶过程中注意观察路面情况，稳驾慢行，遵守交通规则，保持安全车距，谨慎驾驶，以免发生危险。        #小贴士#        更多路 ...全文
2023-01-17 16:26:10,#我为群众办实事# 【我为群众办实事】无极县公安局特巡警大队巡逻时救助一名车祸女子2023年1月16日20时许，无极县公安局特巡警大队巡逻组正在辖区执行日常巡逻任务，当巡逻至无极路某超市附近时，发现一起交通事故。巡逻民警立即下车查看情况，发现一名女子面朝下趴在地上，民警第一时间与120急救中 ...全文
2023-01-17 16:26:10,【弯道逆行酿事故 各行其道才安全】#一线微观# 占道行驶是危险性极大的交通违法行为，极易引发严重交通事故，尤其是在路况较差的路上或弯道内，占道行驶导致交通事故的概率将大大增加。近来，在大同市灵丘县就发生了一起弯道占道逆行引发的交通事故。@山西政法 大同政法的微博视频 
2023-01-17 16:25:54,转弯、追尾    谁担责？#一线微观##平安春运 交警同行# 近日，王某驾驶小型客车沿平城区开源街（煤气厂院内 道路）由东向西行驶左转弯时，与后方直行的车辆发生碰撞，致两车不同程度损坏的交通事故。这起事故中，转弯车辆驾驶人违反了《中华人民共和国道路交通安全法实施条例》有关：“ 机动车通过没 ...全文
2023-01-17 16:24:23,#共筑平安中国年#【“有安全更团圆”有奖竞答正在进行中，快来答题领福利！】为保障道路交通安全，预防和减少道路交通事故的发生，提升交通参与者安全文明意识。1月15日，@湖南高速警察 重磅推出了“有安全更团圆”应急避险知识有奖竞答活动，助力大家春运平安出行！活动一直持续到2月5日，参与有奖竞 ...全文
2023-01-17 16:24:10,【昆明交警：科技赋能 打造智慧交通管理新格】#街头巷尾#  近年来，昆明市交管部门深化“放管服”改革，努力打造“家门口的车管所”“指尖上的交警队”，实现交管业务便捷近办、减免快办、异地通办、社会代办，仅“网上办”项目就超过170项，车驾业务管网办率达80.64%、交通事故网办率达91.5%。  ...全文
2023-01-17 16:24:02,#路况播报#16时24分，北环大道西行皇岗立交路段，发生一起交通事故，占据最左侧车道，请途经车友小心驾驶，注意避让。 
2023-01-17 09:50:53,#共筑平安中国年#【交通安全进小区  守护群众回家路】新年将至，为进一步提高辖区居民的交通安全意识，有效预防和减少道路交通事故发生，切实做好春节期间的道路交通安全管理工作，营造浓厚的交通安全宣传氛围，1月16日，@沿滩交警 走进辖区阳光金悦府小区开展交通安全宣传活动。宣传警员通过典型事故 ...全文
2023-01-17 16:18:09,#平安春运、交警同行#【交通安全进企业】2023年1月17日，宁海县公安局交警大队黄坛中队的宣传人员在辖区黄坛镇公交车站开展春运安全教育。会上，宣传人员以讲解交通事故案例的方式重点强调客运车辆安全驾驶的重要性，详细解读了交通法律法规，观看了交通事故警示片，现场分发春运宣传单等宣传资料，强 ...全文
2023-01-17 16:18:06,黄龙交警多措并举，筑牢交通安全防线为全力做好辖区春运道路保安全保畅通工作，给人民群众平安返乡、欢度春节创造良好的道路交通环境，黄龙县公安局交通管理大队强化措施、层层压实，努力从源头上遏制道路交通事故发生，筑牢交通安全防线，全力为春运保驾护航。夯实主体责任，深化隐患排查组织民警 ...全文
2023-01-17 15:01:00,【自行车不走非机动车道，发生事故很受伤🤕】2022年12月26日王某驾驶小型轿车，沿邯郸市肥乡区井堂街由南向北行驶至美食林路口，与同向行驶张某驾驶的自行车发生剐蹭，造成张某受伤，车辆受损的交通事故。好在王某及时刹住了车，张某只是擦伤并无生命危险。因自行车走机动车道，未各行其道，是造成此 ...全文
2023-01-17 16:17:22,#平安春运 交警同行##冬季交通安全宣传# 【交通安全进农村 筑牢春运平安路】       临近春节，为做好农村道路交通安全宣传工作，减少农村地区道路交通事故，进一步提高春运期间群众交通安全意识和自我防护意识， 1月16日至17日，安陆市公安局交警大队民警先后深入我市陈店乡水兴村、王陈村、沈畈村、 ...全文
2023-01-17 16:16:26,#湖南春运路况##【平安春运 交警同行】衡山县发布春节出行“两公布一提示”为切实做好全县2023年春运交通管理工作，防范较大道路交通事故发生，保障、服务群众“安全、畅通”出行，衡山县交警结合辖区实际，向社会发布春节出行“两公布一提示”。请广大交通参与者合理选择出行时间、出行线路、出行方 ...全文
2023-01-17 16:13:51,#文明守法平安回家# 【通宵夜班后开车回家 结果……】1月6日9时45分许，银川交警接到报警，亲水大街与六盘山路发生一起交通事故，小轿车撞上数十节护栏后侧翻在路中间。经询问了解到，当天上午9时45分许，张某某驾驶宁A号小型客车，沿亲水南大街由南向北行驶至六盘山路口南侧路段时，困意袭来，就在瞌 ...全文
2023-01-17 16:13:47,笑死了，有一个交通事故的案子，一看原告就提前找了法院了，刚才联系原告律师想问问能不能调解（我也不是必须要调解，腊月二十九的庭，实在是没精神头开庭）原告：我不调解，调解我还得让步，等法院判下来我一分钱都不用去我：你起诉的这个有一部分也确实不合理啊，调解的话还能快点收钱原告：那你 ...全文
